filename,plane,ship,none
0__20170414_174912_1034__-118.980054319_34.1259436509.png,0,0,1
0__20150904_215128_1_0b0a__-118.17042380248921_33.82669128169051.png,0,0,1
0__20170619_180818_0f3f__-122.35092733427642_37.717589738043465.png,0,0,1
1__20170416_185911_0c44__-118.380460619_33.9326669244.png,1,0,0
0__20161002_174633_0e14__-118.170944221_33.7625648234.png,0,0,1
0__20170325_175322_0e20__-118.432120786_33.9389633369.png,0,0,1
1__20170430_174727_1029__-118.409152768_33.9395781611.png,1,0,0
0__20170328_181232_0e0f__-122.383059925_37.6148756934.png,0,0,1
1__20170723_175153_101f__-118.38579487680329_33.932743133881196.png,1,0,0
0__20160731_174508_0e30__-118.33626268342387_33.91569234202005.png,0,0,1
0__20160531_005009_0b09__-118.122367283_33.8281391273.png,0,0,1
0__20160215_210553_0c68__-122.29222095663789_37.78082138345019.png,0,0,1
0__20170405_180503_1003__-122.43372597802225_37.643900334965.png,0,0,1
0__20160720_174344_0e0f__-117.92791581184684_33.84877621436909.png,0,0,1
0__20160726_173908_0e30__-117.20291597726523_32.730500026895875.png,0,0,1
1__20170626_180908_1015__-122.38317047796048_37.614506667431556.png,1,0,0
0__20170619_174740_0f52__-117.83879177292758_33.687697192963356.png,0,0,1
0__20161022_180612_0e19__-122.18425799372939_37.740727403921404.png,0,0,1
0__20180708_180453_0f28__-118.17621441102509_33.740491406738236.png,0,0,1
0__20170508_175352_0e19__-118.41811964_33.9402346353.png,0,0,1
0__20170718_174852_1010__-118.40235841344985_33.94109154649699.png,0,0,1
0__20170622_180821_1034__-122.39204323635484_37.61789672547742.png,0,0,1
0__20170620_175442_0e30__-118.41798863549724_33.98124969585693.png,0,0,1
0__20151112_182744_0c47__-118.29984213779127_34.008878368809675.png,0,0,1
0__20150813_225643_0b09__-118.484837823_33.9672319141.png,0,0,1
1__20170508_175352_0e19__-118.418332216_33.940172226.png,1,0,0
0__20170501_181322_0e1f__-122.397187766_37.6206812055.png,0,0,1
0__20170501_180555_1018__-122.393599625_37.6187970562.png,0,0,1
0__20160809_180216_0e0d__-121.932318205_37.3558883343.png,0,0,1
0__20170621_174325_1029__-117.04791569087449_32.72337532039126.png,0,0,1
0__20161001_180346_0e14__-121.8262682_37.3575063772.png,0,0,1
0__20170724_175448_1030__-119.0312107473787_34.160948809952316.png,0,0,1
0__20170722_175038_0f38__-118.40534593198517_33.941165691539595.png,0,0,1
0__20170404_180317_1017__-121.951148932_37.2927818282.png,0,0,1
0__20170416_185913_0c44__-118.38204946840565_33.98993714798346.png,0,0,1
0__20170416_174628_1024__-118.404149586_33.9414498832.png,0,0,1
0__20171127_185539_1_0f29__-122.34165905942_37.749444927121125.png,0,0,1
1__20180705_182236_0f4d__-122.34671030989746_37.75977504002937.png,0,1,0
1__20170617_181435_0e0f__-122.37919602476931_37.62980752536549.png,1,0,0
0__20170713_175650_0e19__-119.28050549583499_34.16392543997767.png,0,0,1
0__20170101_180918_0e30__-122.389747646_37.6201021608.png,0,0,1
0__20170628_174759_1013__-117.86508015139222_33.67544853003095.png,0,0,1
0__20160103_213220_0c68__-118.06446141263935_33.832846249572206.png,0,0,1
0__20161116_180805_0e14__-122.389703486_37.6213457747.png,0,0,1
0__20170727_174407_1033__-117.20157715921756_32.73312722264728.png,0,0,1
0__20161001_174817_0e1f__-118.405756269_33.9404576041.png,0,0,1
1__20170502_180548_1044__-122.389931176_37.6215474909.png,1,0,0
0__20160628_230903_0c13__-117.753297053_33.9890900568.png,0,0,1
0__20170524_181349_0e2f__-122.30197159244241_37.5621554234251.png,0,0,1
1__20170724_181038_1011__-122.38390840581862_37.618417538817454.png,1,0,0
0__20170619_180613_0f12__-121.6748682058783_38.75586657471876.png,0,0,1
0__20151227_171358_0c53__-121.93737512381273_37.2902793761099.png,0,0,1
0__20170510_180511_100f__-122.03496895208565_37.410445825253724.png,0,0,1
1__20170620_174906_1032__-118.41066319224404_33.939386332375506.png,1,0,0
0__20160810_174548_0e16__-118.403294245_33.9407562345.png,0,0,1
0__20160909_175209_0c75__-121.658027335_38.6484312446.png,0,0,1
1__20170717_180820_1010__-122.38938240646462_37.62014920146002.png,1,0,0
0__20170525_180533_101e__-121.889165013_37.413167631.png,0,0,1
1__20170413_180451_1041__-122.219138768_37.7163011756.png,1,0,0
1__20170508_171052_0c43__-122.392473183_37.61892497.png,1,0,0
0__20170430_201723_0c27__-118.406344841_33.9367715459.png,0,0,1
0__20151030_162249_0c03__-121.45064189893245_38.62264609903954.png,0,0,1
0__20170723_180812_1005__-122.24189973304027_37.7143703194022.png,0,0,1
0__20151118_160427_0c68__-117.96997102376348_33.673154590848426.png,0,0,1
0__20170625_174954_1021__-118.40610702988876_33.94007484293523.png,0,0,1
1__20180709_182127_0e20__-122.34115696827755_37.7177248186803.png,0,1,0
0__20170505_181257_0e2f__-122.25410703345659_37.76647182574472.png,0,0,1
0__20160825_170323_0c27__-121.53754123_38.5789965357.png,0,0,1
0__20170513_174817_0f10__-118.405285914_33.9414639699.png,0,0,1
0__20170619_180818_0f3f__-122.42000979572546_37.75464252200352.png,0,0,1
0__20170113_174500_0e0e__-117.328595392_32.7510443504.png,0,0,1
1__20170416_185911_0c44__-118.400383661_33.9423484062.png,1,0,0
0__20170325_175322_0e20__-118.406359984_33.9396661443.png,0,0,1
0__20170517_180439_103b__-121.488632485_38.6251976595.png,0,0,1
0__20170714_175017_1002__-118.40758968932883_33.941410594444044.png,0,0,1
0__20170705_180817_103e__-122.19850111070659_37.65757077068643.png,0,0,1
0__20161105_175119_0e2f__-119.186026208_34.1846876388.png,0,0,1
0__20170624_174753_0f43__-117.9866702002023_33.718558556878264.png,0,0,1
0__20160222_173711_0c18__-117.93532869432151_33.611813009963875.png,0,0,1
0__20161007_174424_0e20__-117.507648876_34.071842201.png,0,0,1
0__20151118_160622_0c72__-118.29423480774152_33.97330713625306.png,0,0,1
0__20170419_175113_0e19__-117.973243275_33.7108187103.png,0,0,1
0__20170210_174601_0e14__-117.1492335379606_32.75617626935479.png,0,0,1
0__20170610_174613_0f25__-117.52739197854149_33.98907532913645.png,0,0,1
0__20170226_180944_0e26__-122.32883890627417_37.717276782886294.png,0,0,1
1__20170618_174928_1031__-118.41101089390307_33.941742816467276.png,1,0,0
0__20161128_174852_0e30__-118.30301334274044_33.833288499024064.png,0,0,1
1__20170101_201603_0c22__-118.400177745_33.9411240715.png,1,0,0
0__20161008_174616_0e0e__-118.180714526_33.8112257307.png,0,0,1
0__20170524_181348_0e2f__-122.392781386_37.6190902891.png,0,0,1
0__20170917_190707_0f44__-122.3946224097109_37.7732801999603.png,0,0,1
0__20160829_195808_0c72__-121.99909540379566_37.31929138811734.png,0,0,1
0__20160811_174013_0e30__-117.294067523_32.7883944732.png,0,0,1
0__20160103_213220_0c68__-118.1400977106053_33.91333588474893.png,0,0,1
0__20160816_174559_0e30__-118.40523568_33.9403823861.png,0,0,1
1__20161031_211238_1_0c37__-118.402688862_33.941706823.png,1,0,0
0__20161218_180847_0e26__-122.387759574_37.6179556979.png,0,0,1
0__20170719_175047_100e__-118.43046608669736_33.94482620043306.png,0,0,1
0__20161202_180737_0e30__-122.383732443_37.6198816183.png,0,0,1
1__20170609_180757_103a__-122.34317966086316_37.727659611082416.png,0,1,0
0__20161010_214835_1_0c78__-117.92906381103093_33.65780297594004.png,0,0,1
0__20160325_184517_090b__-118.212647107_33.7450630354.png,0,0,1
1__20170404_233842_1_0c38__-118.401335197_33.9409856207.png,1,0,0
0__20170719_175047_100e__-118.40509695807485_33.94576770046242.png,0,0,1
0__20170620_232624_1_0c79__-122.42075053083227_37.7251460181053.png,0,0,1
0__20170524_181348_0e2f__-122.391626739_37.6189491414.png,0,0,1
0__20170308_174517_1029__-118.47065281494997_33.9768980481133.png,0,0,1
0__20151231_184136_090b__-119.055976125_34.1945916416.png,0,0,1
0__20170429_180518_1002__-122.33415519323746_37.72798753612837.png,0,0,1
1__20161202_180738_0e30__-122.381772347_37.6151172939.png,1,0,0
1__20170618_180801_0f34__-122.21915831868745_37.716316967693054.png,1,0,0
0__20170430_181117_0e26__-122.23122764943766_37.75237256203376.png,0,0,1
0__20161031_211238_1_0c37__-118.400449844_33.9414920298.png,0,0,1
0__20170909_181729_0e0f__-122.22083830177758_37.752628804721056.png,0,0,1
0__20160905_193459_0c37__-122.390858386_37.6214599026.png,0,0,1
0__20151118_160622_0c72__-118.31346561620515_33.95687082473119.png,0,0,1
0__20170129_181029_0e1f__-122.384865348_37.6185355271.png,0,0,1
0__20170714_180737_1030__-121.91298183545739_37.30849954541106.png,0,0,1
0__20160815_180226_0e30__-121.604554308_38.6895457414.png,0,0,1
0__20150917_164240_0c03__-118.014859045_33.5962777372.png,0,0,1
0__20151118_160627_0c72__-118.13006008392011_33.78943349309775.png,0,0,1
0__20170718_174852_1010__-118.26389663970242_33.88923932325993.png,0,0,1
0__20170714_174709_1001__-117.42202904907276_33.97065047573096.png,0,0,1
0__20180713_180403_1035__-118.29418873156807_33.753190377835374.png,0,0,1
1__20170515_180655_1007__-122.390658045_37.6121130351.png,1,0,0
0__20161130_174751_0e16__-117.97440807636185_33.77090176813282.png,0,0,1
0__20161218_184923_0c76__-122.38067049_37.6160799797.png,0,0,1
0__20170226_180944_0e26__-122.06821406947222_37.68946625502478.png,0,0,1
0__20161001_174817_0e1f__-118.40511474_33.9468496539.png,0,0,1
0__20170627_175043_100a__-118.40525568309616_33.94159958471376.png,0,0,1
1__20161003_213745_1_0c74__-118.401833141_33.9400017625.png,1,0,0
0__20160215_210553_0c68__-122.392360568_37.7499605832.png,0,0,1
0__20170604_180822_0f52__-122.3793611704813_37.62637535403677.png,0,0,1
0__20170613_174901_1036__-118.40942573278039_33.9405509146986.png,0,0,1
0__20160905_193459_0c37__-122.39238811_37.613112408.png,0,0,1
0__20170620_174735_1014__-117.99989930780922_33.70064901960996.png,0,0,1
0__20170708_180826_1021__-122.46550497353964_37.84500674368631.png,0,0,1
0__20170613_174900_1036__-118.41018576631289_33.94530369706053.png,0,0,1
1__20170617_181435_0e0f__-122.37829480049021_37.62765173584738.png,1,0,0
0__20170524_181349_0e2f__-122.381077263_37.6162173143.png,0,0,1
0__20170715_174843_1007__-117.53576966639116_34.0145532299609.png,0,0,1
1__20170620_232749_1_0c79__-117.60703470251866_34.0601161002007.png,1,0,0
0__20170203_180846_0e1f__-121.587279933_38.6944747048.png,0,0,1
0__20170620_174628_0f15__-117.54450007341859_33.992680468499536.png,0,0,1
1__20170430_174727_1029__-118.40615914_33.9410755089.png,1,0,0
0__20160813_184931_0c64__-117.861980684_33.6794205083.png,0,0,1
0__20160714_150134_0c68__-121.91039871229836_37.388893910042746.png,0,0,1
1__20161103_195523_0c27__-122.328787659877_37.73804281448145.png,0,1,0
0__20161214_174940_0e26__-118.400520512_33.9418429272.png,0,0,1
0__20170721_174734_1006__-117.86250143379495_33.679714501549284.png,0,0,1
0__20170618_174929_1031__-118.40376328721003_33.9396687289476.png,0,0,1
1__20170515_180655_1007__-122.378675896_37.6281739448.png,1,0,0
0__20151115_171253_0c18__-117.60898006665009_34.10211724413411.png,0,0,1
0__20161019_181958_1_0c41__-118.448683569_33.9624685751.png,0,0,1
1__20161116_180803_0e14__-122.33870218094695_37.73731471072428.png,0,1,0
1__20160830_220141_0c24__-117.864175055_33.6764697137.png,1,0,0
1__20170120_180944_0e14__-122.3876445_37.6207868997.png,1,0,0
0__20160627_155712_0c13__-118.21632811958823_33.883955466254676.png,0,0,1
0__20151223_185618_0c47__-121.37444527398712_38.60609489314628.png,0,0,1
1__20160815_180226_0e30__-121.58591648_38.6933466618.png,1,0,0
0__20170609_175431_0e1f__-118.37994650878578_33.92811538771639.png,0,0,1
0__20170713_180941_1002__-122.39227435813898_37.618736158047504.png,0,0,1
0__20160813_184931_0c64__-117.90175606486254_33.67640391179233.png,0,0,1
0__20170613_180813_102e__-122.49088109547054_37.61517381468266.png,0,0,1
0__20170227_180950_0e0f__-121.99060603492488_37.40461322174511.png,0,0,1
0__20161022_170827_1_0c82__-118.404840462_33.9400351959.png,0,0,1
1__20171129_181545_1022__-122.32926284720676_37.738207756054706.png,0,1,0
0__20170627_174937_1015__-118.3988067947151_33.94026622926051.png,0,0,1
0__20170627_174936_1015__-118.41870469492947_33.940282001705135.png,0,0,1
0__20170226_180945_0e26__-122.08245218963201_37.6495326492693.png,0,0,1
0__20170508_180614_1010__-122.389684168_37.6112326882.png,0,0,1
0__20170620_180742_102f__-122.32665997373658_37.70604294372277.png,0,0,1
0__20170522_174304_1040__-117.17861591719915_32.698955280078806.png,0,0,1
1__20170504_180551_1025__-122.380273325_37.6170837623.png,1,0,0
0__20161031_211241_0c37__-118.17316326_33.8302636085.png,0,0,1
0__20160627_155710_0c13__-118.3725822195997_33.757997976075885.png,0,0,1
0__20141115_180859_090b__-118.361581935_33.8937445231.png,0,0,1
0__20160804_180205_0e14__-121.77647382667305_38.68920022458886.png,0,0,1
0__20160731_174508_0e30__-118.39906244_33.9400198384.png,0,0,1
0__20170604_225029_1_0c81__-121.85891499129289_37.304313016647065.png,0,0,1
0__20160714_165520_0c59__-118.431571575_33.9236031354.png,0,0,1
0__20170720_175027_1015__-118.3860753840752_33.93380905676793.png,0,0,1
1__20161102_180701_0e26__-122.388367584_37.6211024323.png,1,0,0
0__20170121_175133_0e14__-118.399999475_33.9417406383.png,0,0,1
0__20151227_171358_0c53__-121.99389511496994_37.36648722656113.png,0,0,1
0__20151223_185618_0c47__-121.4426278816875_38.639462689816426.png,0,0,1
1__20170709_181333_0e0e__-122.33155954792313_37.747846835478015.png,0,1,0
1__20170106_180853_0e30__-122.380731494_37.6163485228.png,1,0,0
1__20160717_153849_0c81__-122.393996539_37.6182781597.png,1,0,0
0__20170106_180853_0e30__-122.384929101_37.6190496204.png,0,0,1
0__20170619_180820_0f3f__-122.38192212024569_37.616816623842084.png,0,0,1
0__20170627_174811_101d__-117.87333712121718_33.66310657935483.png,0,0,1
1__20160830_220147_1_0c82__-118.401833141_33.9400017625.png,1,0,0
0__20170712_181003_0f12__-122.15301836255225_37.78996145404325.png,0,0,1
1__20170713_175036_0f12__-118.43043674662117_33.93973407547375.png,1,0,0
1__20160916_174732_0e20__-118.409848968_33.9447746942.png,1,0,0
1__20170101_201603_0c22__-118.430001018_33.9438317458.png,1,0,0
0__20161109_180541_0e16__-121.71813995601632_38.66827270167468.png,0,0,1
0__20160627_155710_0c13__-118.32845422807522_33.83693992750645.png,0,0,1
0__20151112_182747_0c47__-118.1564974824456_33.892621104926576.png,0,0,1
0__20160716_160553_0c78__-117.689511362_33.7802089359.png,0,0,1
1__20170727_174716_0f15__-117.19808220982998_32.733787039080454.png,1,0,0
0__20170224_175032_0e20__-117.908739022_33.7985674259.png,0,0,1
0__20170830_181004_0f4e__-122.14034190617642_37.70769785377537.png,0,0,1
0__20170615_180550_0f35__-121.83634205224989_37.426801321910744.png,0,0,1
0__20170618_174928_1031__-118.38558554897932_33.93362519237579.png,0,0,1
0__20151115_171048_0c47__-122.27193580460926_37.77885912209462.png,0,0,1
0__20170722_181002_0f35__-122.20329102144002_37.651735623063246.png,0,0,1
0__20170414_174308_1019__-117.4556698456889_34.07959457486847.png,0,0,1
1__20170419_180521_1009__-122.390283641_37.6180147081.png,1,0,0
0__20170625_180804_1024__-122.3382196647699_37.630748566412095.png,0,0,1
0__20170718_180832_1025__-122.27873159091212_37.612066855368376.png,0,0,1
0__20170522_180637_0f42__-122.117621859_37.5684656338.png,0,0,1
0__20160810_174548_0e16__-118.403414293_33.9401596792.png,0,0,1
0__20151101_223245_0c07__-121.84070689654055_37.41418953900958.png,0,0,1
0__20151111_183221_0c03__-117.50577218617295_34.05147670082306.png,0,0,1
0__20150827_012518_1_0b0a__-118.3563515136711_33.9506160901642.png,0,0,1
0__20170712_180943_0f15__-122.31450193245423_37.56998938027561.png,0,0,1
0__20151223_185617_0c47__-121.50186242300441_38.55575555099056.png,0,0,1
0__20170606_175127_0e30__-117.75405429400065_34.0673847686897.png,0,0,1
1__20170609_180756_103a__-122.32671645607326_37.73740909499758.png,0,1,0
0__20170511_180611_1041__-122.380052812_37.6167797778.png,0,0,1
0__20170419_175113_0e19__-117.87798310465239_33.76039696968832.png,0,0,1
0__20160704_204349_0d05__-122.393877272_37.6180954409.png,0,0,1
0__20151115_165831_0b09__-121.96469598294351_37.37356317904053.png,0,0,1
0__20170101_180919_0e30__-122.380871523_37.6164325555.png,0,0,1
0__20151112_182747_0c47__-118.15176471099616_33.781738372313306.png,0,0,1
1__20180705_213444_0f02__-122.33402967925961_37.72679708946252.png,0,1,0
0__20170619_180642_1035__-121.9877224693609_37.38463277750968.png,0,0,1
0__20160312_171101_0b0a__-117.63399562621424_34.067819252073285.png,0,0,1
0__20150408_182301_0905__-118.3285502475596_33.979055640194645.png,0,0,1
0__20170719_180904_101d__-122.43099200148157_37.65013341626358.png,0,0,1
0__20180712_180428_101b__-118.26465500778035_33.74032056287612.png,0,0,1
0__20170421_174300_1024__-117.406503677_34.0927539963.png,0,0,1
0__20151112_182725_0c18__-117.91855165479711_33.63983455219105.png,0,0,1
0__20170404_233842_1_0c38__-118.402922996_33.9418696776.png,0,0,1
0__20170612_180829_1036__-122.39291911539114_37.61887467724838.png,0,0,1
0__20170714_174531_0f35__-117.1432922005663_32.74592663802523.png,0,0,1
0__20170211_181118_0e16__-122.384207006_37.6200463361.png,0,0,1
0__20151118_160424_0c68__-118.034318572494_33.814677765726856.png,0,0,1
0__20170724_181036_1011__-122.3396918637242_37.76771252868267.png,0,0,1
1__20170420_163608_0c27__-117.862173435_33.6796854072.png,1,0,0
0__20161229_175033_0e0d__-118.38724933_33.9341475366.png,0,0,1
0__20170312_180809_0e0e__-121.356478226_38.7184640691.png,0,0,1
0__20140723_181317_0905__-122.073653222_37.7090043618.png,0,0,1
1__20170609_180754_101b__-122.38882031560846_37.619920164996195.png,1,0,0
0__20170714_174815_1008__-117.68962223576128_34.09995943758949.png,0,0,1
1__20170218_181101_0e20__-122.377589815_37.6272843005.png,1,0,0
0__20151223_185617_0c47__-121.536726716_38.6445435671.png,0,0,1
0__20170106_180853_0e30__-122.388865998_37.611525895.png,0,0,1
0__20170725_180953_0f25__-122.03032083968756_37.65463165026787.png,0,0,1
1__20161217_174435_0e20__-117.205384552_32.7324955952.png,1,0,0
1__20160904_180441_0e16__-122.215965821_37.7195501085.png,1,0,0
0__20160627_155712_0c13__-118.25833366973909_33.87271168159737.png,0,0,1
0__20170430_174727_1029__-118.403045267_33.9414083671.png,0,0,1
0__20160828_223455_0c81__-121.714884111_38.6131141833.png,0,0,1
0__20170620_180743_102f__-122.37856643430372_37.62791245144463.png,0,0,1
0__20151111_183221_0c03__-117.60043430989772_34.10786807344182.png,0,0,1
0__20160831_174245_0e3a__-117.745408578_33.6608326781.png,0,0,1
0__20170723_175153_101f__-118.39085622178007_33.9423853659668.png,0,0,1
0__20170504_180551_1025__-122.383191684_37.6195002322.png,0,0,1
1__20170106_180853_0e30__-122.390319162_37.6112321591.png,1,0,0
0__20170508_175351_0e19__-118.53112351773997_34.04238628910695.png,0,0,1
0__20170415_180506_1024__-122.378498216_37.6279391321.png,0,0,1
0__20170120_180944_0e14__-122.381901111_37.6152481902.png,0,0,1
1__20170613_180814_1017__-122.39718238473623_37.619045510734864.png,1,0,0
1__20170523_174302_0f51__-117.203328098_32.7341509293.png,1,0,0
1__20170602_174848_1029__-118.40592455007884_33.93955085537867.png,1,0,0
